accession,organism_name,common_name,species_taxid,infraclass,order,family,genus,assembly_name,assembly_level,refseq_category,scaffold_n50,contig_n50,total_sequence_length,scaffold_count,contig_count,gc_percent,genome_coverage,gene_count,protein_coding_count,submission_date,annotation_name
GCA_019923935.1,Bubalus bubalis,water buffalo,89462,Mammalia,Artiodactyla,Bovidae,Bubalus,NDDB_SH_1,Chromosome,reference genome,116997125,9586610,2622444281,25,684,41.5,572,0,0,2021-09-10,
GCF_019923935.1,Bubalus bubalis,water buffalo,89462,Mammalia,Artiodactyla,Bovidae,Bubalus,NDDB_SH_1,Chromosome,reference genome,116997125,9586610,2622444281,25,684,41.5,572,37167,21359,2021-09-10,NCBI Bubalus bubalis Annotation Release 103
GCA_040286185.1,Bos taurus,domestic cattle,9913,Mammalia,Artiodactyla,Bovidae,Bos,UOA_Wagyu_1,Chromosome,,114962053,111091738,3142393434,401,418,44,286.9,0,0,2024-06-25,
GCA_005887515.3,Bos grunniens,domestic yak,30521,Mammalia,Artiodactyla,Bovidae,Bos,BosGru3.1,Chromosome,,114386978,44716738,2831460571,343,989,42,239,0,0,2019-06-10,
GCA_032405125.2,Capricornis sumatraensis,Sumatran serow,34865,Mammalia,Artiodactyla,Bovidae,Capricornis,serow.2,Chromosome,reference genome,112748084,100934918,2828266837,158,164,43,37,0,0,2024-03-13,
GCF_032405125.1,Capricornis sumatraensis,Sumatran serow,34865,Mammalia,Artiodactyla,Bovidae,Capricornis,serow.2,Chromosome,reference genome,112748084,100934918,2828266837,158,164,43,37,28923,20155,2024-03-13,GCF_032405125.1-RS_2024_10
GCA_034097375.1,Bos taurus,domestic cattle,9913,Mammalia,Artiodactyla,Bovidae,Bos,YAU_Btau_1.0,Chromosome,,112006702,35968234,3092971674,826,1119,43.5,18,0,0,2023-12-05,
GCA_043882115.1,Bos taurus,domestic cattle,9913,Mammalia,Artiodactyla,Bovidae,Bos,ASM4388211v1,Chromosome,,110926873,110926873,3104931678,46,54,43.5,87,0,0,2024-10-28,
GCA_047652215.1,Bos taurus,domestic cattle,9913,Mammalia,Artiodactyla,Bovidae,Bos,ASM4765221v1,Chromosome,,110861251,105178524,2919435140,59,74,42.5,39,0,0,2025-02-11,
GCA_051122635.1,Bos taurus,domestic cattle,9913,Mammalia,Artiodactyla,Bovidae,Bos,YB_JAAS,Chromosome,,110773387,86411128,2924316046,79,108,42.5,1,0,0,2025-06-27,
GCA_023091745.2,Budorcas taxicolor,takin,37181,Mammalia,Artiodactyla,Bovidae,Budorcas,Takin1.1,Chromosome,reference genome,109747698,68053581,2851638285,1362,1514,43.5,24,0,0,2022-04-22,
GCF_023091745.1,Budorcas taxicolor,takin,37181,Mammalia,Artiodactyla,Bovidae,Budorcas,Takin1.1,Chromosome,reference genome,109747698,68053581,2851638285,1362,1514,43.5,24,28399,20434,2022-04-22,GCF_023091745.1-RS_2023_02
GCA_040970035.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,T2T-goat2.0M,Chromosome,,109452762,102486474,2805112026,30,36,43,25,0,0,2024-07-31,
GCA_041736475.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,T2T-goat1.0M,Chromosome,,109452762,102486474,2805112026,30,36,43,25,20528,20528,2024-09-04,Annotation submitted by China Agricultural University
GCA_030270955.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,ASM3027095v1,Chromosome,,108186898,1384931,2724650518,50,4273,41.5,18.84,0,0,2023-06-15,
GCA_030271795.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,ASM3027179v1,Chromosome,,108134744,66839997,2717760729,45,180,42,22.3,0,0,2023-06-15,
GCA_002742125.1,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,Oar_rambouillet_v1.0,Chromosome,,107697089,2572683,2869897780,2640,7485,42,126,0,0,2017-11-02,
GCF_002742125.1,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,Oar_rambouillet_v1.0,Chromosome,,107697089,2572683,2869897780,2640,7485,42,126,33623,21160,2017-11-02,NCBI Ovis aries Annotation Release 103
GCA_049004405.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,ASM4900440v1,Chromosome,,106649435,91068789,2913622199,87,147,43.5,69.47,0,0,2025-03-26,
GCA_000247795.2,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,Bos_indicus_1.0,Chromosome,,106310653,28375,2673949103,31,253769,41.5,52,0,0,2014-11-25,
GCF_000247795.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,Bos_indicus_1.0,Chromosome,,106310653,28375,2673949103,31,253769,41.5,52,26229,19786,2014-11-25,NCBI Bos indicus Annotation Release 100
GCA_030271805.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,ASM3027180v1,Chromosome,,105316646,38655588,2738405929,67,263,42,18.39,0,0,2023-06-15,
GCA_977927225.1,Bos taurus,domestic cattle,9913,Mammalia,Artiodactyla,Bovidae,Bos,NR2025_1M,Chromosome,,105290974,79832854,3107443975,568,619,43.5,45,0,0,2025-12-17,
GCA_017524585.1,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,CAU_O.aries_1.0,Chromosome,,105184753,74601179,2653843355,58,168,42,171.37,20688,20688,2021-03-24,Annotation submitted by China Agricultural University
GCA_055505025.1,Bos grunniens,domestic yak,30521,Mammalia,Artiodactyla,Bovidae,Bos,Bosgru_T2T1.0,Chromosome,reference genome,105134596,93513064,2659477751,30,32,42,64,0,0,2026-02-24,
GCA_030267345.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,ASM3026734v1,Chromosome,,105125530,18384278,2755114487,64,394,42,18.84,0,0,2023-06-15,
GCA_030269815.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,ASM3026981v1,Chromosome,,104997781,54840363,2741886673,59,219,42,21.62,0,0,2023-06-15,
GCA_905123515.1,Bos taurus,domestic cattle,9913,Mammalia,Artiodactyla,Bovidae,Bos,ROSLIN_BTT_NDA1,Chromosome,,104847410,11058985,2766813070,1209,3600,42,40,0,0,2022-02-18,
GCA_029378735.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,NIAB-ARS_B.indSahiwal_pat_alt_1.0,Chromosome,,104822660,29515846,2664611755,81,463,42,50,0,0,2023-03-24,
GCA_023701655.1,Ovis ammon polii x Ovis aries,,2918886,Mammalia,Artiodactyla,Bovidae,Ovis,CAU_F1_paternal_1.0,Chromosome,,104794038,80500000,2647058259,28,91,43,35.77,20192,20192,2022-06-10,Annotation submitted by China Agricultural University
GCA_029378745.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,NIAB-ARS_B.indTharparkar_mat_pri_1.0,Chromosome,reference genome,104596815,42080189,2663005763,67,350,42,50,0,0,2023-03-24,
GCF_029378745.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,NIAB-ARS_B.indTharparkar_mat_pri_1.0,Chromosome,reference genome,104596815,42080189,2663005763,67,350,42,50,34142,20976,2023-03-24,GCF_029378745.1-RS_2024_12
GCA_050059765.1,Bos grunniens,domestic yak,30521,Mammalia,Artiodactyla,Bovidae,Bos,NRCY_Bgru_v1,Chromosome,,104495363,73728110,2821253796,62,146,42.5,30.47,0,0,2025-05-01,
GCA_014182915.2,Bos gaurus,gaur,9904,Mammalia,Artiodactyla,Bovidae,Bos,ARS_UOA_Gaur_1.1,Chromosome,reference genome,104471907,13340585,2717333235,634,2826,42,59,0,0,2020-08-14,
GCA_003369695.2,Bos indicus x Bos taurus,hybrid cattle,30522,Mammalia,Artiodactyla,Bovidae,Bos,UOA_Brahman_1,Chromosome,reference genome,104466507,26764281,2680953056,1250,1552,42,136,0,0,2018-11-30,
GCF_003369695.1,Bos indicus x Bos taurus,hybrid cattle,30522,Mammalia,Artiodactyla,Bovidae,Bos,UOA_Brahman_1,Chromosome,reference genome,104466507,26764281,2680953056,1250,1552,42,136,32783,20846,2018-11-30,NCBI Bos indicus x Bos taurus Annotation Release 100
GCA_009493655.1,Bos grunniens x Bos taurus,dzo,331036,Mammalia,Artiodactyla,Bovidae,Bos,ARS_UNL_Btau-highland_paternal_1.0_alt,Chromosome,,104392194,71681919,2668877089,342,473,42,60,0,0,2019-11-04,
GCA_009493645.1,Bos grunniens x Bos taurus,dzo,331036,Mammalia,Artiodactyla,Bovidae,Bos,ARS_UNL_BGru_maternal_1.0_p,Chromosome,reference genome,104384344,72336424,2677156012,484,595,42,60,0,0,2019-11-04,
GCA_030270995.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,ASM3027099v1,Chromosome,,104350659,3808449,2660646347,48,1963,42,21.64,0,0,2023-06-15,
GCA_030272135.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,ASM3027213v1,Chromosome,,104319491,67616653,2704246075,43,176,42,21.81,0,0,2023-06-15,
GCA_002933975.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,ASM293397v1,Chromosome,,104295553,64498,2740314006,216408,337291,42,100,0,0,2018-02-22,
GCA_030272235.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,ASM3027223v1,Chromosome,,104280948,74607224,2777349745,68,175,42,23.63,0,0,2023-06-15,
GCA_026262545.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,ASM2626254v1,Chromosome,,104161701,4975749,2676789357,44,1844,42,21.81,0,0,2022-11-23,
GCA_030267355.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,ASM3026735v1,Chromosome,,104146655,34607769,2703810585,48,386,42,18.84,0,0,2023-06-15,
GCA_030270725.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,ASM3027072v1,Chromosome,,104146069,7271121,2682706120,60,1551,42,23.22,0,0,2023-06-15,
GCA_030267375.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,ASM3026737v1,Chromosome,,104107382,67516753,2802629739,92,241,42,21.64,0,0,2023-06-15,
GCA_033439445.1,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,ASM3343944v1,Chromosome,,104103076,104103076,2956509267,190,190,44,49,0,0,2023-11-09,
GCA_026262465.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,ASM2626246v1,Chromosome,,104084006,5705011,2670368317,40,1914,42,21.62,0,0,2022-11-23,
GCA_021234555.1,Bos taurus,domestic cattle,9913,Mammalia,Artiodactyla,Bovidae,Bos,ARS-LIC_NZ_Jersey,Chromosome,,104068235,50551513,2641760917,228,364,42,67,0,0,2021-12-20,
GCA_039881175.1,Bos taurus,domestic cattle,9913,Mammalia,Artiodactyla,Bovidae,Bos,ASM3988117v1,Chromosome,,104053164,43517586,2637765282,391,697,42,100,0,0,2024-05-29,
GCA_027580245.1,Bos grunniens,domestic yak,30521,Mammalia,Artiodactyla,Bovidae,Bos,NWIPB_DYAK_1.0,Chromosome,,104024683,44905690,2615030285,1313,1449,42,253.06,0,0,2023-01-09,
GCA_030270715.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,ASM3027071v1,Chromosome,,104006159,12809418,2685878278,52,1082,42,24.53,0,0,2023-06-15,
GCA_026262515.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,ASM2626251v1,Chromosome,,103974788,4948204,2644505303,35,1826,42,21.81,0,0,2022-11-23,
GCA_027580195.2,Bos mutus,wild yak,72004,Mammalia,Artiodactyla,Bovidae,Bos,NWIPB_WYAK_1.1,Chromosome,reference genome,103902138,38284421,2626900860,2039,2234,42,287.36,0,0,2023-01-09,
GCF_027580195.1,Bos mutus,wild yak,72004,Mammalia,Artiodactyla,Bovidae,Bos,NWIPB_WYAK_1.1,Chromosome,reference genome,103902138,38284421,2626900860,2039,2234,42,287.36,30156,20029,2023-01-09,GCF_027580195.1-RS_2024_12
GCA_043643345.1,Bos frontalis,gayal,30520,Mammalia,Artiodactyla,Bovidae,Bos,YUN_Gayal_1,Chromosome,reference genome,103884935,20200000,2615092024,1068,1988,42,58,0,0,2024-10-24,
GCA_030270935.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,ASM3027093v1,Chromosome,,103850864,5735089,2695367788,45,1718,42,21.64,0,0,2023-06-15,
GCA_011170295.1,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,ASM1117029v1,Chromosome,,103700880,8699377,2767816402,1015,4131,42.5,175,0,0,2020-03-11,
GCA_014523465.1,Ovis orientalis,Asiatic mouflon,469796,Mammalia,Artiodactyla,Bovidae,Ovis,CAU_Oori_1.0,Chromosome,reference genome,103690580,42163491,2652567896,128,385,42,80,0,0,2020-09-11,
GCA_048598065.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,ASM4859806v1,Chromosome,,103677361,18467006,2877416085,237,658,43.5,22.35,0,0,2025-03-18,
GCA_030272495.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,ASM3027249v1,Chromosome,,103618451,1430599,2602188242,42,3934,42,18.39,0,0,2023-06-15,
GCA_048593975.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,ASM4859397v1,Chromosome,,103582820,40956619,2841350489,173,337,43,24.14,0,0,2025-03-17,
GCA_054099755.1,Cephalophula zebra,zebra duiker,129233,Mammalia,Artiodactyla,Bovidae,Cephalophula,mCepZeb1.hap2,Chromosome,,103580686,66391286,3843731259,677,839,46,35.8,0,0,2025-12-18,
GCA_030270865.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,ASM3027086v1,Chromosome,,103564668,5469797,2623800349,35,2094,42,22.3,0,0,2023-06-15,
GCA_977927255.1,Bos taurus,domestic cattle,9913,Mammalia,Artiodactyla,Bovidae,Bos,NR2025_3P,Chromosome,,103498049,84613433,3143533323,1172,1356,44,44,0,0,2025-12-17,
GCA_048598825.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,ASM4859882v1,Chromosome,,103490013,19124961,2883761714,198,576,43.5,22.35,0,0,2025-03-18,
GCA_030272505.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,ASM3027250v1,Chromosome,,103480295,1510866,2619463456,39,3836,42,18.39,0,0,2023-06-15,
GCA_030269505.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,ASM3026950v1,Chromosome,,103471585,84256642,2859751503,104,184,42.5,23.22,0,0,2023-06-15,
GCA_041053135.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,T2T-goat2.0P,Chromosome,,103458567,103458567,2709871256,30,41,43.5,25,0,0,2024-08-05,
GCA_041920685.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,T2T-goat1.0P,Chromosome,,103458567,103458567,2709871256,30,41,43.5,25,19720,19720,2024-09-14,Annotation submitted by China Agricultural University
GCA_040805955.1,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,T2T-sheep1.0,Complete Genome,,103395564,103395564,2853626077,28,28,43,52.2,21525,21525,2024-07-22,Annotation submitted by China Agricultural University
GCA_030270685.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,ASM3027068v1,Chromosome,,103350382,11023646,2684765892,47,1119,42,23.63,0,0,2023-06-15,
GCA_026262375.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,ASM2626237v1,Chromosome,,103339670,4900675,2642350888,40,2017,42,21.62,0,0,2022-11-23,
GCA_002263795.4,Bos taurus,domestic cattle,9913,Mammalia,Artiodactyla,Bovidae,Bos,ARS-UCD2.0,Chromosome,reference genome,103308737,26402946,2770669782,1957,2343,42,,0,0,2023-07-01,
GCF_002263795.3,Bos taurus,domestic cattle,9913,Mammalia,Artiodactyla,Bovidae,Bos,ARS-UCD2.0,Chromosome,reference genome,103308737,26402946,2770669782,1957,2343,42,,37063,21667,2023-07-01,GCF_002263795.3-RS_2024_12
GCA_030270825.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,ASM3027082v1,Chromosome,,103198692,5943769,2615965804,34,2046,42,22.3,0,0,2023-06-15,
GCA_030272475.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,ASM3027247v1,Chromosome,,103076248,7087859,2671242728,48,1373,42,23.63,0,0,2023-06-15,
GCA_002968435.1,Bos mutus,wild yak,72004,Mammalia,Artiodactyla,Bovidae,Bos,ASM296843v1,Chromosome,,102953489,23623,2290107628,30,159904,41.5,130,0,0,2018-03-05,
GCA_003369685.2,Bos indicus x Bos taurus,hybrid cattle,30522,Mammalia,Artiodactyla,Bovidae,Bos,UOA_Angus_1,Chromosome,,102763607,37061043,2580764822,1435,1712,42,136,0,0,2018-11-30,
GCA_030270705.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,ASM3027070v1,Chromosome,,102596576,8299809,2702544709,69,1365,42,23.22,0,0,2023-06-15,
GCA_049004455.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,ASM4900445v1,Chromosome,,102565606,94117497,2797728855,131,166,43,69.47,0,0,2025-03-26,
GCA_018282465.1,Bos taurus x Bison bison,beefalo,297284,Mammalia,Artiodactyla,Bovidae,,ARS_Simm1.0,Chromosome,,102503821,70612029,2861687306,1313,1373,42.5,84,0,0,2021-05-06,
GCA_015443085.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,Saanen_v1,Chromosome,,102383509,46208332,2696218280,1362,1531,42.5,117,0,0,2020-11-16,
GCA_030270805.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,ASM3027080v1,Chromosome,,102361253,10781387,2670402684,42,1101,42,24.53,0,0,2023-06-15,
GCA_028583565.1,Ovis ammon polii,,230172,Mammalia,Artiodactyla,Bovidae,Ovis,CAU_O.ammon polii_1.0,Chromosome,reference genome,102356453,74870268,2664279918,62,200,42,131.44,20907,20907,2023-02-10,Annotation submitted by China Agricultural University
GCA_004361675.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,CVASU_BBG_1.0,Chromosome,,102339471,819,3041623660,3972,3696314,42,14,0,0,2019-03-22,
GCA_039881165.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,ASM3988116v1,Chromosome,,102293892,40120180,2616227200,292,641,42,100,0,0,2024-05-29,
GCA_041121725.1,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,T2T-sheep1.0M,Chromosome,,102264554,102264554,2726272294,27,37,42.5,52.2,20599,20599,2024-07-24,Annotation submitted by China Agricultural University
GCA_030270845.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,ASM3027084v1,Chromosome,,101985807,1736206,2598446362,34,3749,41.5,18.84,0,0,2023-06-15,
GCA_019145175.1,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,ASM1914517v1,Chromosome,,101973538,73326320,2648317365,60,142,42,100,0,0,2021-07-08,
GCA_047671635.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,ASM4767163v1,Chromosome,,101930831,94806723,2904365260,149,176,43.5,24.14,0,0,2025-02-12,
GCA_030270855.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,ASM3027085v1,Chromosome,,101844711,1696410,2603801981,33,3869,41.5,18.84,0,0,2023-06-15,
GCA_030270945.1,Bos indicus,zebu cattle,9915,Mammalia,Artiodactyla,Bovidae,Bos,ASM3027094v1,Chromosome,,101604044,1234871,2652973847,42,4298,42,18.84,0,0,2023-06-15,
GCA_023701675.1,Ovis ammon polii x Ovis aries,,2918886,Mammalia,Artiodactyla,Bovidae,Ovis,CAU_F1_maternal_1.0,Chromosome,reference genome,101515600,77913213,2970496992,337,382,44,35.77,21253,21253,2022-06-10,Annotation submitted by China Agricultural University
GCA_040285425.1,Bos taurus,domestic cattle,9913,Mammalia,Artiodactyla,Bovidae,Bos,UOA_Tuli_1,Chromosome,,101409388,95916531,3034178088,878,909,44,286.9,0,0,2024-06-25,
GCA_022244705.1,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,Oar_ARS-UKY_Romanov_v1.0,Chromosome,,101326467,62304206,2668046421,432,499,42,161,0,0,2022-02-24,
GCA_016772045.2,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,ARS-UI_Ramb_v3.0,Chromosome,reference genome,101274418,43178051,2654047367,142,226,42,,0,0,2023-07-20,
GCF_016772045.2,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,ARS-UI_Ramb_v3.0,Chromosome,reference genome,101274418,43178051,2654047367,142,226,42,,35057,21300,2023-07-20,GCF_016772045.2-RS_2023_10
GCA_026652205.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,ASM2665220v1,Chromosome,,101253643,42595358,2631323452,94,230,42,116,22101,22101,2022-12-05,Annotation submitted by Northwest A&F University
GCA_042835985.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,ASM4283598v1,Chromosome,,101253643,42595358,2627495653,51,231,42,116,0,0,2024-10-09,
GCA_054642885.1,Capra ibex,Alpine ibex,72542,Mammalia,Artiodactyla,Bovidae,Capra,CapIbe1.0,Chromosome,reference genome,101249638,58703036,2660727766,1037,1167,42.5,44,24321,24297,2026-01-07,Annotation submitted by Istituto Italiano di Tecnologia
GCA_045269445.1,Ovis ammon,argali,30527,Mammalia,Artiodactyla,Bovidae,Ovis,NIPB_Tibetan_argali_1.0,Chromosome,,101212947,71686117,2642675468,96,212,42,50,0,0,2024-11-25,
GCA_021347905.1,Bos taurus,domestic cattle,9913,Mammalia,Artiodactyla,Bovidae,Bos,ARS-LIC_NZ_Holstein-Friesian_1,Chromosome,,100964413,8737306,2665533357,2305,3128,42,75,0,0,2022-01-11,
GCA_963981305.1,Rupicapra rupicapra,chamois,34869,Mammalia,Artiodactyla,Bovidae,Rupicapra,mRupRup1.1,Chromosome,reference genome,100920001,77662214,2622988171,75,123,42,60,0,0,2024-03-10,
GCA_040806595.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,T2T-goat1.0,Complete Genome,,100793790,100793790,2863923675,31,31,43,50,20953,20953,2024-07-22,Annotation submitted by China Agricultural University
GCA_041735815.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,T2T-goat2.0,Complete Genome,,100793790,100793790,2863923675,31,31,43,50,0,0,2024-09-04,
GCA_040259355.1,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,ASM4025935v1,Chromosome,,100767354,19221249,2730328014,726,1993,42.5,89.1,0,0,2024-06-21,
GCA_977927285.1,Bos taurus,domestic cattle,9913,Mammalia,Artiodactyla,Bovidae,Bos,NR2025_3M,Chromosome,,100451328,76866767,3167748676,723,810,44,44,0,0,2025-12-17,
GCA_001039535.1,Ovis canadensis canadensis,,112262,Mammalia,Artiodactyla,Bovidae,Ovis,ASM103953v1,Chromosome,,100190483,8067,2590545282,27,1181796,41.5,12,0,0,2015-06-25,
GCA_000298735.2,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,Oar_v4.0,Chromosome,,100009711,150472,2615499683,5465,48481,42,166,0,0,2015-11-20,
GCF_000298735.2,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,Oar_v4.0,Chromosome,,100009711,150472,2615499683,5465,48481,42,166,27744,20545,2015-11-20,NCBI Ovis aries Annotation Release 102
GCA_044587905.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,ASM4458790v1,Chromosome,,99560880,34222907,2923108136,522,687,43.5,18.32,0,0,2024-11-07,
GCA_977927245.1,Bos taurus,domestic cattle,9913,Mammalia,Artiodactyla,Bovidae,Bos,NR2025_2M,Chromosome,,99032166,73844118,3108398734,626,719,43.5,39,0,0,2025-12-17,
GCA_040543055.1,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,ASM4054305v1,Chromosome,,98436986,81374497,2865760504,190,253,43.5,30,0,0,2024-07-08,
GCA_049004675.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,ASM4900467v1,Chromosome,,98359673,62961913,2835180326,346,459,43,27.86,0,0,2025-03-26,
GCA_046464075.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,ASM4646407v1,Chromosome,,97576398,97576398,2904094435,90,105,43.5,69.47,0,0,2025-01-03,
GCA_049004595.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,ASM4900459v1,Chromosome,,97210101,56775930,2828947445,300,468,43,27.86,0,0,2025-03-26,
GCA_977927265.1,Bos taurus,domestic cattle,9913,Mammalia,Artiodactyla,Bovidae,Bos,NR2025_1P,Chromosome,,97202444,81087906,3083078610,610,846,44,45,0,0,2025-12-17,
GCA_022416755.1,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,ASM2241675v1,Chromosome,,97145438,75674662,2874205068,1440,1539,43.5,21.3,0,0,2022-03-10,
GCA_022416725.1,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,ASM2241672v1,Chromosome,,96686824,64464110,2876191746,1409,1520,43.5,18.8,0,0,2022-03-10,
GCA_049004535.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,ASM4900453v1,Chromosome,,96559525,5282587,2843569605,737,1784,43,18.32,0,0,2025-03-26,
GCA_040836155.1,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,T2T-sheep1.0P,Chromosome,,96542478,96542478,2621847800,27,31,43,52.2,19792,19792,2024-07-24,Annotation submitted by China Agricultural University
GCA_022416915.1,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,ASM2241691v1,Chromosome,,96526831,92422466,2906633192,1242,1297,43.5,25,0,0,2022-03-10,
GCA_022416785.1,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,ASM2241678v1,Chromosome,,96205310,71930095,2923901082,1295,1354,43.5,22,0,0,2022-03-10,
GCA_018804185.1,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,NWAFU_Friesian_1.0,Chromosome,,96203338,85264699,2901665227,937,972,43.5,28,0,0,2021-06-09,
GCA_022432845.1,Ovis aries,sheep,9940,Mammalia,Artiodactyla,Bovidae,Ovis,ASM2243284v1,Chromosome,,96196361,73369510,2867731545,1765,1851,43.5,22.4,0,0,2022-03-10,
GCA_030254855.1,Bos taurus x Bison bison,beefalo,297284,Mammalia,Artiodactyla,Bovidae,,TAMU_Bison_Bison_3.0,Chromosome,,96133175,67011352,2983369938,661,831,43.5,100,0,0,2023-06-12,
GCA_049004495.1,Capra hircus,goat,9925,Mammalia,Artiodactyla,Bovidae,Capra,ASM4900449v1,Chromosome,,95863590,5368111,2841804427,645,1674,43,18.32,0,0,2025-03-26,
