"","Max Longevity Simple Phylo Ranking Pathways W Or","Max Longevity Zero Filtered Poisson Pglmm 20250702 110253 Pathways","Mlres Simple Phylo Ranking Pathways W Or","Mlres Zero Filtered Poisson Pglmm 20250707 075917 Pathways"
"MEDICUS VARIANT MUTATION CAUSED ABERRANT ABETA TO ELECTRON TRANSFER IN COMPLEX IV",1.44897522813597,1.05254388841683,1.11213694850776,1.37795996616516
"MEDICUS VARIANT MUTATION CAUSED ABERRANT ABETA TO IRE1A JNK SIGNALING PATHWAY",0.771740670572777,-1.18187563560421,0.778175529826394,-0.987245835508757
"MEDICUS VARIANT MUTATION CAUSED ABERRANT ABETA TO MACHR CA2 APOPTOTIC PATHWAY",0.680959344062862,-1.26328611765243,1.05231331359155,-1.04856249313794
"MEDICUS VARIANT MUTATION CAUSED ABERRANT ABETA TO MGLUR5 CA2 APOPTOTIC PATHWAY",0.680959344062862,-1.27642511355559,1.05231331359155,-1.1605118406076
"MEDICUS VARIANT MUTATION CAUSED ABERRANT ABETA TO TRANSPORT OF CALCIUM",0.680959344062862,-0.90584560436093,1.05231331359155,0.727797052958426
"MEDICUS VARIANT MUTATION CAUSED ABERRANT ABETA TO VGCC CA2 APOPTOTIC PATHWAY N01004",0.680959344062862,-1.151801985509,1.05231331359155,-0.899769565413719
"MEDICUS VARIANT MUTATION CAUSED ABERRANT ABETA TO VGCC CA2 APOPTOTIC PATHWAY N01006",0.680959344062862,0.957191907603631,1.05231331359155,1.01257181885531
"MEDICUS VARIANT MUTATION CAUSED ABERRANT DCTN1 TO RETROGRADE AXONAL TRANSPORT",-0.980080234314278,1.42841596689366,-0.638779657342465,1.35203729588263
"MEDICUS VARIANT MUTATION CAUSED ABERRANT HTT TO 26S PROTEASOME MEDIATED PROTEIN DEGRADATION",0.778574358074076,0.478358553269168,-1.16262261228704,1.17437702583183
"MEDICUS VARIANT MUTATION CAUSED ABERRANT HTT TO ANTEROGRADE AXONAL TRANSPORT",0.969228570946693,1.10567150569609,-0.638779657342465,1.03905623431993
"MEDICUS VARIANT MUTATION CAUSED ABERRANT HTT TO CREB MEDIATED TRANSCRIPTION",0.877820350040586,0.924296317678026,-0.779642198597182,1.29409789671443
"MEDICUS VARIANT MUTATION CAUSED ABERRANT HTT TO MGLUR5 CA2 APOPTOTIC PATHWAY",0.680959344062862,-1.17324425556418,1.05231331359155,-1.07704729796889
"MEDICUS VARIANT MUTATION CAUSED ABERRANT HTT TO RETROGRADE AXONAL TRANSPORT",0.920244895265418,0.938225168498143,-0.881175331746535,0.950597527977148
"MEDICUS VARIANT MUTATION CAUSED ABERRANT HTT TO TRANSPORT OF CALCIUM",0.680959344062862,-0.908989054469447,-0.85593089487598,0.654714289802432
"MEDICUS VARIANT MUTATION CAUSED ABERRANT PSEN1 TO MGLUR5 CA2 APOPTOTIC PATHWAY",0.680959344062862,0.715412959979925,1.05231331359155,0.846157798011732
"MEDICUS VARIANT MUTATION CAUSED ABERRANT PSEN TO MGLUR5 CA2 APOPTOTIC PATHWAY",0.680959344062862,-0.923028324731543,1.05231331359155,-0.812736504178741
"MEDICUS VARIANT MUTATION CAUSED ABERRANT SNCA TO 26S PROTEASOME MEDIATED PROTEIN DEGRADATION",0.778574358074076,-0.594749158642792,-1.16262261228704,1.13490713502501
"MEDICUS VARIANT MUTATION CAUSED ABERRANT SNCA TO ANTEROGRADE AXONAL TRANSPORT",0.969228570946693,1.19489661879942,-0.638779657342465,1.1270705625716
"MEDICUS VARIANT MUTATION CAUSED ABERRANT SNCA TO ELECTRON TRANSFER IN COMPLEX I",0.546160254061414,0.821377521779014,0.833803251793743,1.47373864123701
"MEDICUS VARIANT MUTATION CAUSED ABERRANT SNCA TO VGCC CA2 APOPTOTIC PATHWAY",0.680959344062862,-0.801901548179901,1.05231331359155,0.85853676287971
"MEDICUS VARIANT MUTATION CAUSED ABERRANT SOD1 TO 26S PROTEASOME MEDIATED PROTEIN DEGRADATION",0.750602847404276,0.647807487063732,-0.813322126634946,1.36228036647564
"MEDICUS VARIANT MUTATION CAUSED ABERRANT SOD1 TO RETROGRADE AXONAL TRANSPORT",1.07114606516579,-1.30979669972457,-1.15436241610738,-1.07528500934424
"MEDICUS VARIANT MUTATION CAUSED ABERRANT TDP43 TO ELECTRON TRANSFER IN COMPLEX I",0.546160254061414,0.934691628201897,0.833803251793743,1.54192708195264
"MEDICUS VARIANT MUTATION CAUSED ABERRANT TUBA4A TO RETROGRADE AXONAL TRANSPORT",1.08110917093236,-1.22838185671626,-1.15436241610738,-0.983353874187029
"MEDICUS VARIANT MUTATION INACTIVATED ATP1A1 TO ANGIOTENSIN ALDOSTERONE SIGNALING PATHWAY",1.07859279107518,-1.18738350487022,-0.779642198597182,0.813895233548968
"MEDICUS VARIANT MUTATION INACTIVATED ATP2B3 TO ANGIOTENSIN ALDOSTERONE SIGNALING PATHWAY",1.07859279107518,-1.08076024486814,-0.779642198597182,0.873940805123686
"MEDICUS VARIANT MUTATION INACTIVATED ATXN3 TO AUTOPHAGY VESICLE NUCLEATION",0.701883406955936,-1.40230217868994,1.01539272248388,-1.05373820570889
"MEDICUS VARIANT MUTATION INACTIVATED DJ1 TO FAS JNK SIGNALING PATWHAY",0.771740670572777,-1.03195376771832,0.778175529826394,-0.674555076889015
"MEDICUS VARIANT MUTATION INACTIVATED FGF17 TO RAS ERK SIGNALING PATHWAY",1.01681390828576,1.16689174360614,-0.848724666602379,1.41115950153848
"MEDICUS VARIANT MUTATION INACTIVATED FGF8 TO RAS ERK SIGNALING PATHWAY",1.01681390828576,1.15187974486658,-0.848724666602379,1.37910565592562
"MEDICUS VARIANT MUTATION INACTIVATED P62 TO PINK PARKIN MEDIATED AUTOPHAGOSOME FORMATION",1.28797767495132,0.996901785220021,1.02261237617345,1.18234715752558
"MEDICUS VARIANT MUTATION INACTIVATED PDE11A PDE8B TO ACTH CORTISOL SIGNALING PATHWAY",0.783319437926043,-0.979593882935778,0.880839944990167,1.04043038586131
"MEDICUS VARIANT MUTATION INACTIVATED PINK1 TO ELECTRON TRANSFER IN COMPLEX I",0.546160254061414,0.942014554185579,0.833803251793743,1.53676199392149
"MEDICUS VARIANT MUTATION INACTIVATED PRKAR1A TO ACTH CORTISOL SIGNALING PATHWAY",0.968194170734423,0.801387923974292,0.880839944990167,1.15266959450574
"MEDICUS VARIANT MUTATION INACTIVATED PRKAR1A TO CRHR PKA ACTH SIGNALING PATHWAY",0.925736318488204,0.731390327763001,-0.795001749320971,1.07701524509984
"MEDICUS VARIANT MUTATION INACTIVATED RASD1 TO CRHR PKA ACTH SIGNALING PATHWAY",0.968194170734423,0.920947561351424,-0.779642198597182,1.2665783940672
"MEDICUS VARIANT MUTATION INACTIVATED SIGMAR1 TO CA2 APOPTOTIC PATHWAY",0.680959344062862,0.716422914253328,1.05231331359155,0.826697039820472
"MEDICUS VARIANT MUTATION INACTIVATED UBQLN2 TO 26S PROTEASOME MEDIATED PROTEIN DEGRADATION",0.750602847404276,0.673952325539499,-0.813322126634946,1.38388487168871
"MEDICUS VARIANT MUTATION INACTIVATED VCP TO 26S PROTEASOME MEDIATED PROTEIN DEGRADATION",1.07241505937996,0.652531990296352,-0.813322126634946,1.37144630043785
"MEDICUS VARIANT OLIGOMERIC CONFORMATION PRPC TO ANTEROGRADE AXONAL TRANSPORT",1.1347603691611,-1.26078719462372,-1.33144037170883,-1.07556024317125
"MEDICUS VARIANT RET FUSION KINASE TO RAS ERK SIGNALING PATHWAY",1.22300373058588,0.994446565408407,-0.834979894390162,1.25563774756476
"MEDICUS VARIANT SCRAPIE CONFORMATION PRPSC TO 26S PROTEASOME MEDIATED PROTEIN DEGRADATION",0.778574358074076,0.527779432760558,-1.16262261228704,1.24098978296845
"MEDICUS VARIANT SCRAPIE CONFORMATION PRPSC TO MGLUR5 CA2 APOPTOTIC PATHWAY",0.680959344062862,-1.09891557400637,1.05231331359155,-1.00731402348231
"MEDICUS VARIANT SCRAPIE CONFORMATION PRPSC TO PRNP PI3K NOX2 SIGNALING PATHWAY",1.04136081710924,0.56276921780925,-0.747547754259164,0.799272038641732
"MEDICUS VARIANT SCRAPIE CONFORMATION PRPSC TO TRANSPORT OF CALCIUM",0.680959344062862,-0.794253539623719,1.05231331359155,0.745561036586209
"MEDICUS VARIANT TEL AML1 FUSION TO TRANSCRIPTIONAL REPRESSION",0.82508770578608,-0.853102747872106,1.01985427174837,-0.995598823722021
"MEDICUS VARIANT TRK FUSION KINASE TO RAS ERK SIGNALING PATHWAY",1.22300373058588,0.859314620875654,-0.71491485432411,1.0727857679483
"ABACAVIR ADME",-1.22728545760306,-1.11676068930883,0.66243766465225,-1.20068035716398
"ABC FAMILY PROTEINS MEDIATED TRANSPORT",0.714320042379133,-0.691247801226834,-1.00602603109758,0.86746326873165
"ABC TRANSPORTER DISORDERS",0.963062933482304,0.522620805272833,-0.623640146168121,0.979263653571281
"ABERRANT REGULATION OF MITOTIC EXIT IN CANCER DUE TO RB1 DEFECTS",1.12807299545643,-1.10794707052233,-1.13106961473844,-0.877285622314932
"ABORTIVE ELONGATION OF HIV 1 TRANSCRIPT IN THE ABSENCE OF TAT",0.746525524101018,0.687905853487361,-1.4116306134499,0.464052038724729
"ACETYLCHOLINE BINDING AND DOWNSTREAM EVENTS",-1.26309490353231,1.26255452814149,0.934846203108443,1.30459594835687
"ACETYLCHOLINE NEUROTRANSMITTER RELEASE CYCLE",0.779944873590358,-1.43501832440686,0.969496352600146,-1.22362575002792
"ACTIVATED NOTCH1 TRANSMITS SIGNAL TO THE NUCLEUS",1.05314613540086,0.758946230264846,0.906999720462659,1.12990929740813
"ACTIVATED NTRK2 SIGNALS THROUGH FRS2 AND FRS3",0.519652285548718,0.82200902815289,-1.02971611135477,0.996126849435354
"ACTIVATED NTRK2 SIGNALS THROUGH FYN",0.917083508145256,0.718611226574589,-0.747547754259164,0.931272578961494
"ACTIVATED NTRK2 SIGNALS THROUGH PI3K",0.862177060590528,0.702965218518898,-0.907072792978833,0.99519873713147
"ACTIVATED NTRK2 SIGNALS THROUGH RAS",0.617099945587748,0.83860208958532,-1.02971611135477,1.01076933981784
"ACTIVATED NTRK3 SIGNALS THROUGH RAS",0.636161541601563,-0.875460753942829,-1.02971611135477,0.70697541068255
"ACTIVATED PKN1 STIMULATES TRANSCRIPTION OF AR ANDROGEN RECEPTOR REGULATED GENES KLK2 AND KLK3",-0.440378397298469,2.22045348111457,2.39495224776543,2.19296362471844
"ACTIVATED TAK1 MEDIATES P38 MAPK ACTIVATION",1.2577625623341,0.55933211608424,0.696984039082731,1.11093362560057
"ACTIVATION OF AMPK DOWNSTREAM OF NMDARS",1.2157107133466,1.24593810032915,0.790422820496741,1.21693344515833
"ACTIVATION OF ANTERIOR HOX GENES IN HINDBRAIN DEVELOPMENT DURING EARLY EMBRYOGENESIS",0.341183890988903,2.04860753035262,1.98667459087021,2.01186131947212
"ACTIVATION OF ATR IN RESPONSE TO REPLICATION STRESS",-0.870414288733634,-1.44743287566263,-1.31182240578214,-1.29044497382079
"ACTIVATION OF BAD AND TRANSLOCATION TO MITOCHONDRIA",0.753926341211928,-0.967008534472855,-0.899830147463334,0.605064350510709
"ACTIVATION OF BH3 ONLY PROTEINS",0.753926341211928,-1.46714066013042,-0.899830147463334,-1.18765724797875
"ACTIVATION OF C3 AND C5",1.34657913203153,0.689532475802721,-1.25296850800207,-0.665484182695643
"ACTIVATION OF GENE EXPRESSION BY SREBF SREBP",-1.35680701586413,-1.45437180428922,-1.25141972121838,-1.34352243335271
"ACTIVATION OF IRF3 IRF7 MEDIATED BY TBK1 IKBKE",-0.966777576373751,-0.624377357659725,0.696984039082731,0.866570435795995
"ACTIVATION OF KAINATE RECEPTORS UPON GLUTAMATE BINDING",1.03492257533378,-1.32492526685255,-0.985851727756487,-1.11134657772814
"ACTIVATION OF MATRIX METALLOPROTEINASES",-0.597644106278874,-1.14881149662839,1.38274818786567,-1.25716150465998
"ACTIVATION OF NMDA RECEPTORS AND POSTSYNAPTIC EVENTS",1.26369855852331,-1.40833481454401,-1.07409440122132,-1.15721210545971
"ACTIVATION OF RAC1",0.591265157155813,-1.19796188627206,-0.727862188426199,-0.79234616480544
"ACTIVATION OF THE MRNA UPON BINDING OF THE CAP BINDING COMPLEX AND EIFS AND SUBSEQUENT BINDING TO 43S",0.599641397182057,1.57925791819707,-0.840863725799259,1.8208092224557
"ACTIVATION OF THE PHOTOTRANSDUCTION CASCADE",-0.920158116941293,1.16321899308744,1.11698356368719,1.15528666835336
"ACYL CHAIN REMODELLING OF PC",0.86529100138253,0.632096244760123,0.89690840818804,-0.871260703600128
"ACYL CHAIN REMODELLING OF PE",0.819212283893651,0.788486830467664,-1.37067843312884,0.697940735838799
"ACYL CHAIN REMODELLING OF PG",-0.64985294758017,1.10926403309605,0.756516568757667,0.907669793351279
"ACYL CHAIN REMODELLING OF PI",1.03984968889755,0.731423782811353,0.89690840818804,-0.8407388285373
"ACYL CHAIN REMODELLING OF PS",0.86529100138253,0.725606962314257,0.89690840818804,-0.799388010395076
"ADAPTIVE IMMUNE SYSTEM",0.861788213781006,0.754948948589575,-1.16422045703512,1.04833715490685
"ADHERENS JUNCTIONS INTERACTIONS",0.735552668609933,-1.6753586865132,0.833354311596721,-1.32236172770146
"ADORA2B MEDIATED ANTI INFLAMMATORY CYTOKINES PRODUCTION",0.797089684002333,1.01272573264404,-1.01893614309622,1.46237026587698
"ADP SIGNALLING THROUGH P2Y PURINOCEPTOR 1",0.680222272122873,0.98195853460139,-0.985851727756487,1.45130453830363
"ADP SIGNALLING THROUGH P2Y PURINOCEPTOR 12",0.783972562973236,1.1902035640174,-0.926204352696482,1.58629801029277
"ADRENALINE NORADRENALINE INHIBITS INSULIN SECRETION",0.776893290036016,-1.20343097112982,-0.606716150036208,0.991835309850007
"ADVANCED GLYCOSYLATION ENDPRODUCT RECEPTOR SIGNALING",1.41578791808402,0.669634931296866,0.630126121584584,1.06219933236514
"AFLATOXIN ACTIVATION AND DETOXIFICATION",1.09252803677591,0.890881878250483,1.39167175591989,-0.735996276183336
"AGGREPHAGY",1.28452749422136,1.21675313411088,-0.692922185049717,1.36624084680036
"AKT PHOSPHORYLATES TARGETS IN THE CYTOSOL",0.96012352838312,-1.1103559918791,-0.934760830077951,-0.71688236212451
"AKT PHOSPHORYLATES TARGETS IN THE NUCLEUS",-0.759310955522145,0.775523874691842,-0.823184479877326,1.03017488586434
"ALK MUTANTS BIND TKIS",0.800432154694873,-0.658179709230395,-1.19679930420416,0.982397783007653
"ALPHA DEFENSINS",1.10237510436481,-1.18870155254577,1.70720833295947,-1.46423201927275
"ALPHA LINOLENIC OMEGA3 AND LINOLEIC OMEGA6 ACID METABOLISM",0.922380741405301,-1.55110825292914,1.36870297613813,-1.32736784220831
"ALPHA PROTEIN KINASE 1 SIGNALING PATHWAY",-0.784007181747181,0.568805204998052,0.696984039082731,0.906986397373301
"ALTERNATIVE COMPLEMENT ACTIVATION",1.08129388261906,1.0081247383969,-1.28266374655266,1.36816441697854
"AMINE LIGAND BINDING RECEPTORS",1.10375060059281,-0.863890531382076,-1.20345701297308,-1.10828982850701
"AMINO ACIDS REGULATE MTORC1",0.918798839411293,-0.751954542256118,0.785395183515969,0.809007421600164
"AMINO ACID CONJUGATION",0.563741618130938,1.48385205853386,-1.37661091869674,1.43634702203023
"AMINO ACID TRANSPORT ACROSS THE PLASMA MEMBRANE",1.52931677573278,-0.954603429081424,1.29386507908179,-0.896910187041139
"AMPK INHIBITS CHREBP TRANSCRIPTIONAL ACTIVATION ACTIVITY",0.95780598883185,-0.923896151980976,0.625388503273492,-0.754643421364562
"AMYLOID FIBER FORMATION",1.02529643750249,2.08448947234603,1.92799791346966,2.00619111627977
"ANCHORING OF THE BASAL BODY TO THE PLASMA MEMBRANE",0.768925682801013,-1.18010546646257,-0.957675370619272,0.880096811882999
"ANDROGEN BIOSYNTHESIS",0.87609853982078,-1.0593703363853,1.52124315631016,-1.16472745184596
"ANTIGEN ACTIVATES B CELL RECEPTOR BCR LEADING TO GENERATION OF SECOND MESSENGERS",1.08389033715575,-1.83748994004838,0.715694644615188,-1.36969523728964
"ANTIGEN PRESENTATION FOLDING ASSEMBLY AND PEPTIDE LOADING OF CLASS I MHC",-0.908964420196006,0.559539468936196,1.19726105273595,1.124422960827
"ANTIGEN PROCESSING CROSS PRESENTATION",0.651802405959101,-0.727974482843486,-0.631149243596131,1.013220361937
"ANTIGEN PROCESSING UBIQUITINATION PROTEASOME DEGRADATION",0.727654504755647,-1.04306672997669,-1.14649986595229,0.770794191117213
"ANTIMICROBIAL PEPTIDES",1.57962213558467,1.05309767836106,-0.813023166784372,-1.04784323423656
"ANTIVIRAL MECHANISM BY IFN STIMULATED GENES",0.638499121404087,0.974131610599959,-0.723748571542163,1.25888638665149
"ANTI INFLAMMATORY RESPONSE FAVOURING LEISHMANIA PARASITE INFECTION",0.802580956778361,-1.18194693766101,0.718939663302787,1.04136401850529
"APC CDC20 MEDIATED DEGRADATION OF NEK2A",1.10173820025905,-0.71268434889654,-0.848280589922444,0.733098188177401
"APC C CDC20 MEDIATED DEGRADATION OF CYCLIN B",1.08929611810837,-0.614487270558467,-0.848280589922444,0.893715610050899
"APC C CDH1 MEDIATED DEGRADATION OF CDC20 AND OTHER APC C CDH1 TARGETED PROTEINS IN LATE MITOSIS EARLY G1",1.00818705088584,-0.674661161538138,-1.06927659610623,1.03959462581272
"APC C MEDIATED DEGRADATION OF CELL CYCLE PROTEINS",1.13150216381738,-0.784688566573727,-1.06927659610623,0.893650854598328
"APOBEC3G MEDIATED RESISTANCE TO HIV 1 INFECTION",-1.44324145580596,1.32036189896923,-0.971089313371193,1.49264415979563
"APOPTOSIS INDUCED DNA FRAGMENTATION",-0.959155294278329,1.26143762514881,1.27839439260413,1.23602696336721
"APOPTOTIC CLEAVAGE OF CELLULAR PROTEINS",0.655528984811689,-1.59504021288749,-1.03882786772041,-1.39459506220683
"APOPTOTIC EXECUTION PHASE",0.605944644788596,-1.30726377294253,-0.894066746486035,-1.0049788860986
"APOPTOTIC FACTOR MEDIATED RESPONSE",1.44442539525267,-1.16014830405296,-0.946308724832215,-0.667748648937672
"AQUAPORIN MEDIATED TRANSPORT",0.983122845269006,0.905403215075614,-0.860182858822662,1.39102977614105
"ARACHIDONIC ACID METABOLISM",1.06067350280554,0.697297042958488,-0.955209525493409,0.849008444380398
"ARYL HYDROCARBON RECEPTOR SIGNALLING",0.873381333749886,-0.891988823225426,-0.835828600929272,0.598711126965376
"ASPARAGINE N LINKED GLYCOSYLATION",-1.32844214223713,0.76310168331766,-1.337762139468,1.01620996828083
"ASPIRIN ADME",1.38563692032872,1.12811713594631,-0.954849478233919,-1.25720844949613
"ASSEMBLY AND CELL SURFACE PRESENTATION OF NMDA RECEPTORS",-1.04547198294437,-1.20966237815101,-0.961091640939936,-1.28111743332247
"ASSEMBLY OF ACTIVE LPL AND LIPC LIPASE COMPLEXES",1.12450836418896,-0.793717661891958,-1.08156943727414,0.911747434598509
"ASSEMBLY OF COLLAGEN FIBRILS AND OTHER MULTIMERIC STRUCTURES",1.64050157247373,-1.6360240062656,-0.473339555188223,-1.43250453698435
"ASSEMBLY OF THE HIV VIRION",-0.966777576373751,1.16450323761726,-0.714820286508975,1.32569421499195
"ASSEMBLY OF THE ORC COMPLEX AT THE ORIGIN OF REPLICATION",-0.472441059238185,2.27378658345963,2.18166798764242,2.23859548417709
"ASSOCIATION OF TRIC CCT WITH TARGET PROTEINS DURING BIOSYNTHESIS",0.673542076262556,0.756258575999238,-0.874964490048309,1.11105523578674
"ASYMMETRIC LOCALIZATION OF PCP PROTEINS",0.758601496949336,0.797654865824643,-0.816465429236774,1.34797233997394
"ATF4 ACTIVATES GENES IN RESPONSE TO ENDOPLASMIC RETICULUM STRESS",0.928998702418593,-1.29583026339952,1.17061527680975,-1.27791183870159
"ATF6 ATF6 ALPHA ACTIVATES CHAPERONES",-1.19835038055208,0.62531751033619,0.92978825730748,0.647771365342071
"ATF6 ATF6 ALPHA ACTIVATES CHAPERONE GENES",-1.19835038055208,0.530893389982441,0.92978825730748,0.694409185241088
"ATORVASTATIN ADME",1.45889261741324,-1.18634433900795,1.33557587157725,-1.24108529008567
"ATTACHMENT AND ENTRY",1.51870943721223,-1.43176962016193,0.602218665347798,-1.30730845608184
"ATTENUATION PHASE",1.03958482542623,0.647897832422669,-1.04861877413679,0.827237243121899
"AUF1 HNRNP D0 BINDS AND DESTABILIZES MRNA",0.620342350883173,0.611162793008811,-0.813322126634946,1.23179285399953
"AURKA ACTIVATION BY TPX2",-0.801367999853105,-0.997909619839835,-0.823718848099192,0.916052309678023
"AUTOPHAGY",0.94568650119913,0.852706816125132,-1.00443765406248,1.09537382357699
"AZATHIOPRINE ADME",1.02974714755251,0.74926648619726,1.22532282144764,-0.971540572422606
"BACTERIAL INFECTION PATHWAYS",1.26218569938082,0.722646332225738,-1.15104055674115,1.05380683871529
"BASE EXCISION REPAIR",0.537821595173547,2.08057233871484,2.03806593504536,2.01606924459455
"BASE EXCISION REPAIR AP SITE FORMATION",-0.560178375339169,2.20240925173465,2.22805729393392,2.11562139392329
"BASIGIN INTERACTIONS",1.63227116441154,-0.711000165571474,-0.971089313371193,0.601167233950287
"BBSOME MEDIATED CARGO TARGETING TO CILIUM",-1.25593544385547,-1.20285342787502,-1.19976637202993,-0.806096379599054
"BETA CATENIN INDEPENDENT WNT SIGNALING",1.01489397793708,-0.89648177128806,-1.11517278484366,1.07119401458172
"BETA CATENIN PHOSPHORYLATION CASCADE",0.794326484443282,1.06262743665762,0.682922080399483,1.32511289338282
"BETA DEFENSINS",1.64458856359112,1.45032392845096,-0.738339501546879,1.26832155214639
"BETA OXIDATION OF PRISTANOYL COA",-1.17365001822356,-1.43651673441936,-1.34124935467217,-1.62110070443891
"BETA OXIDATION OF VERY LONG CHAIN FATTY ACIDS",-0.921796650702406,-1.59602987834243,1.33512024302222,-1.72573104904868
"BILE ACID AND BILE SALT METABOLISM",1.34959468226279,-1.46648709361587,-0.913637600817139,-0.998257327242231
"BINDING AND UPTAKE OF LIGANDS BY SCAVENGER RECEPTORS",0.940717753930448,-1.52391215515843,-0.959330059498483,-1.0543763215472
"BIOLOGICAL OXIDATIONS",1.26954896744725,0.824404860676426,-0.88653244167206,-1.19730291550071
"BIOSYNTHESIS OF EPA DERIVED SPMS",1.05315618751266,-0.756347621210868,-1.30149716055756,1.13936277695382
"BIOSYNTHESIS OF MARESINS",1.24835809163683,-1.33729186055901,1.7527371791046,-1.29476220902321
"BIOSYNTHESIS OF MARESIN LIKE SPMS",1.24835809163683,-1.24055229867772,1.7527371791046,-1.24976347225888
"BIOSYNTHESIS OF SPECIALIZED PRORESOLVING MEDIATORS SPMS",1.18359199377656,-1.43613752493729,-1.20799369051677,-0.891252544458191
"BIOSYNTHESIS OF THE N GLYCAN PRECURSOR DOLICHOL LIPID LINKED OLIGOSACCHARIDE LLO AND TRANSFER TO A NASCENT PROTEIN",-1.79583857772065,-1.14439499706455,-1.11017884494459,-0.93221564842419
"BMAL1 CLOCK NPAS2 ACTIVATES CIRCADIAN GENE EXPRESSION",1.04639629626426,-1.26653599852503,-1.25141972121838,-0.728690488424051
"BUDDING AND MATURATION OF HIV VIRION",-1.40709827045745,-0.819188862752744,-0.714820286508975,0.741114646603067
"BUTYROPHILIN BTN FAMILY INTERACTIONS",1.06853863860895,1.21799934040516,-1.5978903371619,1.49357522474724
"B WICH COMPLEX POSITIVELY REGULATES RRNA EXPRESSION",-0.46548881696876,2.18990856105073,2.1239284903176,2.15928229247917
"CA2 PATHWAY",1.23561403921426,-1.37631620637222,-1.01558546717089,-0.887147799064188
"CALCINEURIN ACTIVATES NFAT",1.044594461084,-1.23807770722984,-1.12875484948994,-0.877671575320073
"CALCITONIN LIKE LIGAND RECEPTORS",-0.880832068692958,-1.23257678190373,-0.88967472021052,-1.37079418526305
"CALNEXIN CALRETICULIN CYCLE",-0.649887044885585,1.03647983637617,1.06963485520294,1.33817417542504
"CAMK IV MEDIATED PHOSPHORYLATION OF CREB",1.30606307359319,-1.01332299133756,-0.777490965410429,0.737370378779172
"CARBOXYTERMINAL POST TRANSLATIONAL MODIFICATIONS OF TUBULIN",0.966732559531002,1.11279503290855,-1.03122981061534,1.00538042139722
"CARDIAC CONDUCTION",0.8820028699102,-1.93706305758786,-0.730115687205324,-1.61340202000696
"CARGO CONCENTRATION IN THE ER",1.11595528773152,-1.08331167656374,-1.34280581139393,0.671886861341019
"CARGO RECOGNITION FOR CLATHRIN MEDIATED ENDOCYTOSIS",0.813732767213631,-1.16662154818091,-0.991529200575654,0.864672444155831
"CARGO TRAFFICKING TO THE PERICILIARY MEMBRANE",1.29635023965892,-1.36780164923182,-1.16361465451262,-0.878056793086842
"CARNITINE METABOLISM",0.825901867646005,-1.16382375631817,0.78634415074814,-0.73748535290445
"CASPASE ACTIVATION VIA DEATH RECEPTORS IN THE PRESENCE OF LIGAND",-1.23675182727741,-0.542931648813407,-1.06397093665992,-1.01714583094274
"CASPASE ACTIVATION VIA DEPENDENCE RECEPTORS IN THE ABSENCE OF LIGAND",1.0567440045657,-0.952691902637919,-1.24564642259549,-0.663956239512616
"CASPASE ACTIVATION VIA EXTRINSIC APOPTOTIC SIGNALLING PATHWAY",0.652965605383701,-0.893120630089488,-1.21505260343946,-0.878637513707739
"CASPASE MEDIATED CLEAVAGE OF CYTOSKELETAL PROTEINS",0.705735317311343,-1.40297594337927,-1.10015487867837,-1.23519068699797
"CA DEPENDENT EVENTS",1.40622751377037,-1.1089973434871,-1.03262521329628,0.840488848819121
"CD163 MEDIATING AN ANTI INFLAMMATORY RESPONSE",1.14051654660463,-0.599095318057785,0.964772643572412,0.729832888630708
"CD209 DC SIGN SIGNALING",0.50756205891226,-0.838794982984269,-0.93786286902413,-0.899965080300442
"CD22 MEDIATED BCR REGULATION",0.906087625001009,-1.66848580350517,0.687632448833294,-1.23218166265492
"CD28 CO STIMULATION",0.661102323441474,0.721388331728597,-1.05368856588489,0.978897937409899
"CD28 DEPENDENT PI3K AKT SIGNALING",1.00512054015341,-1.04483906892255,-0.85201653099526,-0.679233146530632
"CD28 DEPENDENT VAV1 PATHWAY",-0.659401793599978,0.62354468770589,-0.93786286902413,0.93415581031685
"CDC42 GTPASE CYCLE",1.05476852122721,-1.85745298739337,0.903309346459023,-1.37958075548771
"CELLULAR HEXOSE TRANSPORT",1.15791538777427,-0.933448551054345,-0.992269278553154,-0.859983776581603
"CELLULAR RESPONSE TO CHEMICAL STRESS",1.04015524155697,0.744344218862438,-1.01209907425045,1.08546192336219
"CELLULAR RESPONSE TO HEAT STRESS",1.13505507500296,-1.00255597783793,0.921999915880843,0.831352862747585
"CELLULAR RESPONSE TO HYPOXIA",0.753611061716009,0.901631152700613,-1.1702848594596,1.36791299197585
"CELLULAR RESPONSE TO STARVATION",1.01146905009128,1.69636173954118,-0.627632901780402,1.91576748557117
"CELLULAR SENESCENCE",1.09768325489519,1.67802944537648,1.87036383529102,1.81933139793465
"CELL CELL COMMUNICATION",1.22907856831488,-1.75535396040706,-0.565347075778419,-1.27212622886249
"CELL CELL JUNCTION ORGANIZATION",1.26017393972108,-1.46806124711488,0.988005444875169,-1.0662226666104
"CELL CYCLE CHECKPOINTS",0.92620922496167,1.20380805935797,1.5784361109425,1.45068781855102
"CELL CYCLE MITOTIC",1.04295885861877,1.19569083558773,1.34660486023808,1.39066949985313
"CELL DEATH SIGNALLING VIA NRAGE NRIF AND NADE",1.29190580393918,-1.71211396446401,-1.32432731804057,-1.30725007230954
"CELL EXTRACELLULAR MATRIX INTERACTIONS",1.12837480694703,-0.960288239674647,1.20568216615912,-0.868249800402438
